job_title,company,location,description,skills_list,date_posted,extracted_skills
Data Analyst,Meta,Hyderabad,"Looking for a candidate with experience in Machine Learning, Python, Power BI, Node.js, Pandas.","Machine Learning, Python, Power BI, Node.js, Pandas",2024-07-21,"['python', 'machine learning', 'node.js', 'pandas', 'power bi']"
Cloud Engineer,Microsoft,Pune,"Looking for a candidate with experience in Spark, Kubernetes, Node.js, AWS, Power BI.","Spark, Kubernetes, Node.js, AWS, Power BI",2023-01-08,"['aws', 'kubernetes', 'node.js', 'power bi', 'spark']"
Data Scientist,TCS,Bangalore,"Looking for a candidate with experience in TensorFlow, Python, NLP, NumPy.","TensorFlow, Python, NLP, NumPy",2023-01-19,"['python', 'tensorflow', 'numpy', 'nlp']"
Full Stack Developer,Flipkart,Pune,"Looking for a candidate with experience in SQL, PyTorch, Machine Learning, Spark.","SQL, PyTorch, Machine Learning, Spark",2024-08-15,"['sql', 'pytorch', 'machine learning', 'spark']"
Data Scientist,Infosys,Bangalore,"Looking for a candidate with experience in SQL, Hadoop, Pandas, PyTorch, Scikit-learn.","SQL, Hadoop, Pandas, PyTorch, Scikit-learn",2024-09-01,"['sql', 'pytorch', 'pandas', 'scikit-learn', 'hadoop']"
NLP Engineer,IBM,Mumbai,"Looking for a candidate with experience in NLP, Scikit-learn, React, Pandas, NumPy, Kubernetes.","NLP, Scikit-learn, React, Pandas, NumPy, Kubernetes",2024-02-25,"['kubernetes', 'react', 'pandas', 'numpy', 'scikit-learn', 'nlp']"
Machine Learning Engineer,IBM,Chennai,"Looking for a candidate with experience in AWS, Power BI, Hadoop, Tableau, Node.js, Docker.","AWS, Power BI, Hadoop, Tableau, Node.js, Docker",2024-08-04,"['aws', 'docker', 'node.js', 'tableau', 'power bi', 'hadoop']"
AI Engineer,IBM,Pune,"Looking for a candidate with experience in Node.js, Deep Learning, Hadoop, AWS, Docker, Pandas.","Node.js, Deep Learning, Hadoop, AWS, Docker, Pandas",2023-12-15,"['aws', 'docker', 'deep learning', 'node.js', 'pandas', 'hadoop']"
Cloud Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in Hadoop, NumPy, Deep Learning, Python, Power BI.","Hadoop, NumPy, Deep Learning, Python, Power BI",2024-06-14,"['python', 'deep learning', 'numpy', 'power bi', 'hadoop']"
Cloud Engineer,Infosys,Chennai,"Looking for a candidate with experience in PyTorch, Kubernetes, Spark, React.","PyTorch, Kubernetes, Spark, React",2023-06-28,"['kubernetes', 'pytorch', 'react', 'spark']"
Machine Learning Engineer,TCS,Bangalore,"Looking for a candidate with experience in Java, PyTorch, Node.js, Python, React, Pandas, Kubernetes.","Java, PyTorch, Node.js, Python, React, Pandas, Kubernetes",2023-03-25,"['python', 'java', 'kubernetes', 'pytorch', 'react', 'node.js', 'pandas']"
Data Analyst,Adobe,Hyderabad,"Looking for a candidate with experience in Scikit-learn, Docker, Power BI, PyTorch, React.","Scikit-learn, Docker, Power BI, PyTorch, React",2023-05-26,"['docker', 'pytorch', 'react', 'scikit-learn', 'power bi']"
AI Engineer,Flipkart,Pune,"Looking for a candidate with experience in Java, Kubernetes, Scikit-learn, Hadoop, Spark.","Java, Kubernetes, Scikit-learn, Hadoop, Spark",2023-10-05,"['java', 'kubernetes', 'scikit-learn', 'spark', 'hadoop']"
Cloud Engineer,Capgemini,Bangalore,"Looking for a candidate with experience in Tableau, PyTorch, TensorFlow, SQL, Java, React.","Tableau, PyTorch, TensorFlow, SQL, Java, React",2024-05-02,"['java', 'sql', 'tensorflow', 'pytorch', 'react', 'tableau']"
Data Scientist,TCS,Pune,"Looking for a candidate with experience in NLP, AWS, SQL, Spark, Tableau, PyTorch.","NLP, AWS, SQL, Spark, Tableau, PyTorch",2024-05-29,"['sql', 'aws', 'pytorch', 'tableau', 'spark', 'nlp']"
Cloud Engineer,IBM,Mumbai,"Looking for a candidate with experience in Hadoop, Power BI, SQL, AWS, Deep Learning.","Hadoop, Power BI, SQL, AWS, Deep Learning",2024-10-24,"['sql', 'aws', 'deep learning', 'power bi', 'hadoop']"
DevOps Engineer,Oracle,Bangalore,"Looking for a candidate with experience in Hadoop, Node.js, Spark, NumPy, Kubernetes, SQL.","Hadoop, Node.js, Spark, NumPy, Kubernetes, SQL",2023-09-20,"['sql', 'kubernetes', 'node.js', 'numpy', 'spark', 'hadoop']"
AI Engineer,Microsoft,Bangalore,"Looking for a candidate with experience in PyTorch, Python, Machine Learning, Hadoop, Kubernetes.","PyTorch, Python, Machine Learning, Hadoop, Kubernetes",2023-02-15,"['python', 'kubernetes', 'pytorch', 'machine learning', 'hadoop']"
Cloud Engineer,Accenture,Pune,"Looking for a candidate with experience in Spark, Java, Machine Learning, Pandas, Tableau, Deep Learning.","Spark, Java, Machine Learning, Pandas, Tableau, Deep Learning",2024-11-17,"['java', 'machine learning', 'deep learning', 'pandas', 'tableau', 'spark']"
Software Engineer,Infosys,Mumbai,"Looking for a candidate with experience in SQL, Node.js, Docker, TensorFlow, React, Python, Java.","SQL, Node.js, Docker, TensorFlow, React, Python, Java",2024-03-18,"['python', 'java', 'sql', 'docker', 'tensorflow', 'react', 'node.js']"
Data Analyst,Oracle,Pune,"Looking for a candidate with experience in Docker, Python, PyTorch, NumPy, AWS.","Docker, Python, PyTorch, NumPy, AWS",2023-12-04,"['python', 'aws', 'docker', 'pytorch', 'numpy']"
NLP Engineer,Flipkart,Mumbai,"Looking for a candidate with experience in Node.js, NLP, NumPy, SQL, React, PyTorch, TensorFlow.","Node.js, NLP, NumPy, SQL, React, PyTorch, TensorFlow",2023-09-20,"['sql', 'tensorflow', 'pytorch', 'react', 'node.js', 'numpy', 'nlp']"
AI Engineer,TCS,Hyderabad,"Looking for a candidate with experience in PyTorch, SQL, AWS, Hadoop, Pandas.","PyTorch, SQL, AWS, Hadoop, Pandas",2024-08-02,"['sql', 'aws', 'pytorch', 'pandas', 'hadoop']"
Software Engineer,Capgemini,Delhi,"Looking for a candidate with experience in NLP, Node.js, React, SQL, Pandas, Python, Machine Learning.","NLP, Node.js, React, SQL, Pandas, Python, Machine Learning",2023-09-13,"['python', 'sql', 'machine learning', 'react', 'node.js', 'pandas', 'nlp']"
Full Stack Developer,Accenture,Hyderabad,"Looking for a candidate with experience in React, SQL, Python, Spark.","React, SQL, Python, Spark",2024-11-19,"['python', 'sql', 'react', 'spark']"
Cloud Engineer,Meta,Chennai,"Looking for a candidate with experience in PyTorch, Spark, SQL, Pandas, TensorFlow, NLP.","PyTorch, Spark, SQL, Pandas, TensorFlow, NLP",2024-07-07,"['sql', 'tensorflow', 'pytorch', 'pandas', 'spark', 'nlp']"
NLP Engineer,Adobe,Bangalore,"Looking for a candidate with experience in Docker, Spark, React, Kubernetes, AWS, Pandas.","Docker, Spark, React, Kubernetes, AWS, Pandas",2023-07-14,"['aws', 'docker', 'kubernetes', 'react', 'pandas', 'spark']"
Software Engineer,Oracle,Delhi,"Looking for a candidate with experience in Pandas, Power BI, Tableau, AWS, Java.","Pandas, Power BI, Tableau, AWS, Java",2024-03-22,"['java', 'aws', 'pandas', 'tableau', 'power bi']"
Data Scientist,Infosys,Bangalore,"Looking for a candidate with experience in Docker, Tableau, SQL, Machine Learning, Python, React, Hadoop.","Docker, Tableau, SQL, Machine Learning, Python, React, Hadoop",2024-01-04,"['python', 'sql', 'docker', 'machine learning', 'react', 'tableau', 'hadoop']"
NLP Engineer,Meta,Hyderabad,"Looking for a candidate with experience in Spark, SQL, Hadoop, Node.js, Docker.","Spark, SQL, Hadoop, Node.js, Docker",2024-01-24,"['sql', 'docker', 'node.js', 'spark', 'hadoop']"
Software Engineer,Accenture,Mumbai,"Looking for a candidate with experience in TensorFlow, NumPy, SQL, Python.","TensorFlow, NumPy, SQL, Python",2023-11-12,"['python', 'sql', 'tensorflow', 'numpy']"
Cloud Engineer,Microsoft,Delhi,"Looking for a candidate with experience in SQL, PyTorch, React, Scikit-learn, NLP, Spark.","SQL, PyTorch, React, Scikit-learn, NLP, Spark",2023-06-26,"['sql', 'pytorch', 'react', 'scikit-learn', 'spark', 'nlp']"
Machine Learning Engineer,Accenture,Mumbai,"Looking for a candidate with experience in Docker, SQL, Tableau, Python, TensorFlow, React.","Docker, SQL, Tableau, Python, TensorFlow, React",2023-02-16,"['python', 'sql', 'docker', 'tensorflow', 'react', 'tableau']"
Cloud Engineer,Adobe,Bangalore,"Looking for a candidate with experience in Python, Scikit-learn, NLP, React, Deep Learning, Node.js.","Python, Scikit-learn, NLP, React, Deep Learning, Node.js",2023-09-07,"['python', 'deep learning', 'react', 'node.js', 'scikit-learn', 'nlp']"
Cloud Engineer,TCS,Chennai,"Looking for a candidate with experience in Pandas, Java, React, Python.","Pandas, Java, React, Python",2023-07-19,"['python', 'java', 'react', 'pandas']"
Machine Learning Engineer,Oracle,Hyderabad,"Looking for a candidate with experience in SQL, Tableau, React, Kubernetes, TensorFlow, Power BI, Node.js.","SQL, Tableau, React, Kubernetes, TensorFlow, Power BI, Node.js",2024-04-09,"['sql', 'kubernetes', 'tensorflow', 'react', 'node.js', 'tableau', 'power bi']"
Backend Developer,Amazon,Mumbai,"Looking for a candidate with experience in Python, Java, NLP, Scikit-learn, AWS, Tableau, React.","Python, Java, NLP, Scikit-learn, AWS, Tableau, React",2023-03-29,"['python', 'java', 'aws', 'react', 'scikit-learn', 'tableau', 'nlp']"
DevOps Engineer,Flipkart,Chennai,"Looking for a candidate with experience in NumPy, Docker, Pandas, Java.","NumPy, Docker, Pandas, Java",2024-03-11,"['java', 'docker', 'pandas', 'numpy']"
DevOps Engineer,Flipkart,Delhi,"Looking for a candidate with experience in PyTorch, Tableau, Spark, TensorFlow, Java, Kubernetes.","PyTorch, Tableau, Spark, TensorFlow, Java, Kubernetes",2023-08-19,"['java', 'kubernetes', 'tensorflow', 'pytorch', 'tableau', 'spark']"
Full Stack Developer,Infosys,Mumbai,"Looking for a candidate with experience in Kubernetes, Machine Learning, SQL, PyTorch, NLP, NumPy.","Kubernetes, Machine Learning, SQL, PyTorch, NLP, NumPy",2023-08-21,"['sql', 'kubernetes', 'pytorch', 'machine learning', 'numpy', 'nlp']"
Software Engineer,Amazon,Hyderabad,"Looking for a candidate with experience in Tableau, Deep Learning, TensorFlow, Docker, Java.","Tableau, Deep Learning, TensorFlow, Docker, Java",2023-05-09,"['java', 'docker', 'tensorflow', 'deep learning', 'tableau']"
Data Analyst,IBM,Chennai,"Looking for a candidate with experience in TensorFlow, PyTorch, NumPy, Spark, React, Power BI.","TensorFlow, PyTorch, NumPy, Spark, React, Power BI",2024-08-29,"['tensorflow', 'pytorch', 'react', 'numpy', 'power bi', 'spark']"
Data Analyst,Flipkart,Bangalore,"Looking for a candidate with experience in Kubernetes, NLP, AWS, Java, Scikit-learn.","Kubernetes, NLP, AWS, Java, Scikit-learn",2023-01-01,"['java', 'aws', 'kubernetes', 'scikit-learn', 'nlp']"
Backend Developer,Capgemini,Hyderabad,"Looking for a candidate with experience in Machine Learning, PyTorch, Hadoop, AWS, NumPy, Java, Python.","Machine Learning, PyTorch, Hadoop, AWS, NumPy, Java, Python",2024-02-11,"['python', 'java', 'aws', 'pytorch', 'machine learning', 'numpy', 'hadoop']"
Data Scientist,Flipkart,Hyderabad,"Looking for a candidate with experience in Scikit-learn, AWS, Python, Pandas, SQL.","Scikit-learn, AWS, Python, Pandas, SQL",2023-10-27,"['python', 'sql', 'aws', 'pandas', 'scikit-learn']"
Cloud Engineer,Google,Pune,"Looking for a candidate with experience in SQL, Tableau, Kubernetes, Power BI, AWS, Scikit-learn.","SQL, Tableau, Kubernetes, Power BI, AWS, Scikit-learn",2024-06-19,"['sql', 'aws', 'kubernetes', 'scikit-learn', 'tableau', 'power bi']"
Full Stack Developer,TCS,Bangalore,"Looking for a candidate with experience in Docker, NLP, Hadoop, TensorFlow, Power BI, Java.","Docker, NLP, Hadoop, TensorFlow, Power BI, Java",2024-06-11,"['java', 'docker', 'tensorflow', 'power bi', 'hadoop', 'nlp']"
AI Engineer,Google,Mumbai,"Looking for a candidate with experience in Machine Learning, Scikit-learn, Spark, Kubernetes, Hadoop.","Machine Learning, Scikit-learn, Spark, Kubernetes, Hadoop",2024-02-14,"['kubernetes', 'machine learning', 'scikit-learn', 'spark', 'hadoop']"
Data Analyst,TCS,Hyderabad,"Looking for a candidate with experience in Hadoop, Tableau, SQL, Python, Docker, TensorFlow, AWS.","Hadoop, Tableau, SQL, Python, Docker, TensorFlow, AWS",2024-07-05,"['python', 'sql', 'aws', 'docker', 'tensorflow', 'tableau', 'hadoop']"
Software Engineer,Oracle,Chennai,"Looking for a candidate with experience in Tableau, Power BI, SQL, PyTorch, Pandas, Machine Learning.","Tableau, Power BI, SQL, PyTorch, Pandas, Machine Learning",2023-02-13,"['sql', 'pytorch', 'machine learning', 'pandas', 'tableau', 'power bi']"
Backend Developer,Meta,Chennai,"Looking for a candidate with experience in NumPy, AWS, Deep Learning, Docker, SQL, React, Tableau.","NumPy, AWS, Deep Learning, Docker, SQL, React, Tableau",2023-01-04,"['sql', 'aws', 'docker', 'deep learning', 'react', 'numpy', 'tableau']"
Software Engineer,Adobe,Delhi,"Looking for a candidate with experience in PyTorch, Kubernetes, Docker, TensorFlow.","PyTorch, Kubernetes, Docker, TensorFlow",2023-03-30,"['docker', 'kubernetes', 'tensorflow', 'pytorch']"
Software Engineer,Infosys,Bangalore,"Looking for a candidate with experience in Node.js, Tableau, Pandas, Kubernetes, Hadoop.","Node.js, Tableau, Pandas, Kubernetes, Hadoop",2024-02-07,"['kubernetes', 'node.js', 'pandas', 'tableau', 'hadoop']"
Cloud Engineer,Google,Chennai,"Looking for a candidate with experience in Python, React, TensorFlow, Machine Learning.","Python, React, TensorFlow, Machine Learning",2023-09-07,"['python', 'tensorflow', 'machine learning', 'react']"
Machine Learning Engineer,Microsoft,Delhi,"Looking for a candidate with experience in Power BI, Node.js, Hadoop, TensorFlow, Docker, React, PyTorch.","Power BI, Node.js, Hadoop, TensorFlow, Docker, React, PyTorch",2024-06-14,"['docker', 'tensorflow', 'pytorch', 'react', 'node.js', 'power bi', 'hadoop']"
Data Scientist,Infosys,Mumbai,"Looking for a candidate with experience in SQL, Pandas, Deep Learning, NLP, Docker, Scikit-learn.","SQL, Pandas, Deep Learning, NLP, Docker, Scikit-learn",2023-11-28,"['sql', 'docker', 'deep learning', 'pandas', 'scikit-learn', 'nlp']"
DevOps Engineer,Infosys,Pune,"Looking for a candidate with experience in React, Docker, Kubernetes, TensorFlow, NLP, SQL.","React, Docker, Kubernetes, TensorFlow, NLP, SQL",2023-12-24,"['sql', 'docker', 'kubernetes', 'tensorflow', 'react', 'nlp']"
Full Stack Developer,Meta,Hyderabad,"Looking for a candidate with experience in TensorFlow, Power BI, Hadoop, Tableau, Node.js, SQL.","TensorFlow, Power BI, Hadoop, Tableau, Node.js, SQL",2023-12-31,"['sql', 'tensorflow', 'node.js', 'tableau', 'power bi', 'hadoop']"
Cloud Engineer,Flipkart,Mumbai,"Looking for a candidate with experience in React, Scikit-learn, Power BI, Docker, SQL.","React, Scikit-learn, Power BI, Docker, SQL",2024-09-17,"['sql', 'docker', 'react', 'scikit-learn', 'power bi']"
Data Analyst,Capgemini,Hyderabad,"Looking for a candidate with experience in Deep Learning, AWS, NumPy, Hadoop, NLP, TensorFlow.","Deep Learning, AWS, NumPy, Hadoop, NLP, TensorFlow",2024-11-01,"['aws', 'tensorflow', 'deep learning', 'numpy', 'hadoop', 'nlp']"
DevOps Engineer,Microsoft,Mumbai,"Looking for a candidate with experience in Machine Learning, AWS, PyTorch, Python.","Machine Learning, AWS, PyTorch, Python",2024-01-08,"['python', 'aws', 'pytorch', 'machine learning']"
AI Engineer,Infosys,Mumbai,"Looking for a candidate with experience in Docker, Pandas, Node.js, Deep Learning, NumPy.","Docker, Pandas, Node.js, Deep Learning, NumPy",2024-10-11,"['docker', 'deep learning', 'node.js', 'pandas', 'numpy']"
Cloud Engineer,Flipkart,Chennai,"Looking for a candidate with experience in Hadoop, Node.js, Pandas, TensorFlow, Deep Learning, React.","Hadoop, Node.js, Pandas, TensorFlow, Deep Learning, React",2023-05-26,"['tensorflow', 'deep learning', 'react', 'node.js', 'pandas', 'hadoop']"
Software Engineer,IBM,Pune,"Looking for a candidate with experience in AWS, Java, React, PyTorch, Machine Learning, Python.","AWS, Java, React, PyTorch, Machine Learning, Python",2024-07-12,"['python', 'java', 'aws', 'pytorch', 'machine learning', 'react']"
Machine Learning Engineer,Microsoft,Delhi,"Looking for a candidate with experience in Hadoop, React, Tableau, PyTorch, NumPy, Machine Learning, NLP.","Hadoop, React, Tableau, PyTorch, NumPy, Machine Learning, NLP",2023-01-08,"['pytorch', 'machine learning', 'react', 'numpy', 'tableau', 'hadoop', 'nlp']"
Backend Developer,Adobe,Bangalore,"Looking for a candidate with experience in SQL, NumPy, React, TensorFlow.","SQL, NumPy, React, TensorFlow",2023-05-02,"['sql', 'tensorflow', 'react', 'numpy']"
DevOps Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in NumPy, Hadoop, NLP, Pandas.","NumPy, Hadoop, NLP, Pandas",2024-11-23,"['pandas', 'numpy', 'hadoop', 'nlp']"
Machine Learning Engineer,Google,Pune,"Looking for a candidate with experience in Java, Spark, Machine Learning, Tableau.","Java, Spark, Machine Learning, Tableau",2024-03-26,"['java', 'machine learning', 'tableau', 'spark']"
Data Analyst,Oracle,Hyderabad,"Looking for a candidate with experience in TensorFlow, Scikit-learn, Power BI, Hadoop, Kubernetes.","TensorFlow, Scikit-learn, Power BI, Hadoop, Kubernetes",2023-01-14,"['kubernetes', 'tensorflow', 'scikit-learn', 'power bi', 'hadoop']"
AI Engineer,TCS,Pune,"Looking for a candidate with experience in NumPy, React, SQL, TensorFlow.","NumPy, React, SQL, TensorFlow",2023-12-10,"['sql', 'tensorflow', 'react', 'numpy']"
Backend Developer,IBM,Delhi,"Looking for a candidate with experience in Power BI, Kubernetes, Machine Learning, React, Scikit-learn, NumPy.","Power BI, Kubernetes, Machine Learning, React, Scikit-learn, NumPy",2024-02-14,"['kubernetes', 'machine learning', 'react', 'numpy', 'scikit-learn', 'power bi']"
Full Stack Developer,Oracle,Delhi,"Looking for a candidate with experience in Docker, Python, React, Node.js.","Docker, Python, React, Node.js",2023-08-23,"['python', 'docker', 'react', 'node.js']"
NLP Engineer,Flipkart,Mumbai,"Looking for a candidate with experience in React, AWS, Scikit-learn, NLP, Machine Learning, Spark, Deep Learning.","React, AWS, Scikit-learn, NLP, Machine Learning, Spark, Deep Learning",2024-03-10,"['aws', 'machine learning', 'deep learning', 'react', 'scikit-learn', 'spark', 'nlp']"
DevOps Engineer,Infosys,Mumbai,"Looking for a candidate with experience in Scikit-learn, Kubernetes, SQL, Node.js, NumPy, TensorFlow.","Scikit-learn, Kubernetes, SQL, Node.js, NumPy, TensorFlow",2024-08-03,"['sql', 'kubernetes', 'tensorflow', 'node.js', 'numpy', 'scikit-learn']"
DevOps Engineer,Capgemini,Bangalore,"Looking for a candidate with experience in Java, Pandas, Docker, Machine Learning, Tableau, Kubernetes, TensorFlow.","Java, Pandas, Docker, Machine Learning, Tableau, Kubernetes, TensorFlow",2024-08-28,"['java', 'docker', 'kubernetes', 'tensorflow', 'machine learning', 'pandas', 'tableau']"
AI Engineer,Infosys,Pune,"Looking for a candidate with experience in React, NumPy, TensorFlow, Pandas, Java, Kubernetes.","React, NumPy, TensorFlow, Pandas, Java, Kubernetes",2024-04-19,"['java', 'kubernetes', 'tensorflow', 'react', 'pandas', 'numpy']"
Backend Developer,Oracle,Hyderabad,"Looking for a candidate with experience in NLP, Hadoop, Machine Learning, Docker.","NLP, Hadoop, Machine Learning, Docker",2024-07-15,"['docker', 'machine learning', 'hadoop', 'nlp']"
DevOps Engineer,Meta,Hyderabad,"Looking for a candidate with experience in Scikit-learn, NumPy, NLP, Hadoop, Pandas, Kubernetes, Java.","Scikit-learn, NumPy, NLP, Hadoop, Pandas, Kubernetes, Java",2024-06-30,"['java', 'kubernetes', 'pandas', 'numpy', 'scikit-learn', 'hadoop', 'nlp']"
Data Analyst,Amazon,Hyderabad,"Looking for a candidate with experience in Docker, Machine Learning, Python, Kubernetes, SQL.","Docker, Machine Learning, Python, Kubernetes, SQL",2024-08-25,"['python', 'sql', 'docker', 'kubernetes', 'machine learning']"
Machine Learning Engineer,Adobe,Delhi,"Looking for a candidate with experience in PyTorch, Deep Learning, AWS, NumPy, Python.","PyTorch, Deep Learning, AWS, NumPy, Python",2023-09-22,"['python', 'aws', 'pytorch', 'deep learning', 'numpy']"
Data Scientist,Amazon,Chennai,"Looking for a candidate with experience in Kubernetes, Scikit-learn, Node.js, Spark, Java, NLP.","Kubernetes, Scikit-learn, Node.js, Spark, Java, NLP",2024-09-24,"['java', 'kubernetes', 'node.js', 'scikit-learn', 'spark', 'nlp']"
DevOps Engineer,Oracle,Mumbai,"Looking for a candidate with experience in React, Python, NumPy, Node.js, Java, NLP.","React, Python, NumPy, Node.js, Java, NLP",2024-01-25,"['python', 'java', 'react', 'node.js', 'numpy', 'nlp']"
Software Engineer,TCS,Mumbai,"Looking for a candidate with experience in Deep Learning, Power BI, NumPy, Java, React, Hadoop, Node.js.","Deep Learning, Power BI, NumPy, Java, React, Hadoop, Node.js",2023-12-08,"['java', 'deep learning', 'react', 'node.js', 'numpy', 'power bi', 'hadoop']"
Data Analyst,Infosys,Chennai,"Looking for a candidate with experience in NumPy, NLP, Java, PyTorch, Docker.","NumPy, NLP, Java, PyTorch, Docker",2024-10-21,"['java', 'docker', 'pytorch', 'numpy', 'nlp']"
Machine Learning Engineer,Google,Chennai,"Looking for a candidate with experience in Pandas, Tableau, NLP, Machine Learning, Deep Learning, TensorFlow.","Pandas, Tableau, NLP, Machine Learning, Deep Learning, TensorFlow",2024-07-11,"['tensorflow', 'machine learning', 'deep learning', 'pandas', 'tableau', 'nlp']"
Data Scientist,TCS,Mumbai,"Looking for a candidate with experience in SQL, Python, NumPy, NLP, TensorFlow, React.","SQL, Python, NumPy, NLP, TensorFlow, React",2024-05-03,"['python', 'sql', 'tensorflow', 'react', 'numpy', 'nlp']"
Data Scientist,TCS,Pune,"Looking for a candidate with experience in NumPy, Spark, AWS, PyTorch.","NumPy, Spark, AWS, PyTorch",2023-08-06,"['aws', 'pytorch', 'numpy', 'spark']"
DevOps Engineer,Google,Delhi,"Looking for a candidate with experience in PyTorch, Node.js, TensorFlow, React, Hadoop, Spark, Tableau.","PyTorch, Node.js, TensorFlow, React, Hadoop, Spark, Tableau",2024-08-18,"['tensorflow', 'pytorch', 'react', 'node.js', 'tableau', 'spark', 'hadoop']"
NLP Engineer,TCS,Hyderabad,"Looking for a candidate with experience in Deep Learning, Power BI, Docker, Scikit-learn.","Deep Learning, Power BI, Docker, Scikit-learn",2024-05-21,"['docker', 'deep learning', 'scikit-learn', 'power bi']"
NLP Engineer,Accenture,Pune,"Looking for a candidate with experience in NLP, Hadoop, PyTorch, Kubernetes.","NLP, Hadoop, PyTorch, Kubernetes",2023-06-07,"['kubernetes', 'pytorch', 'hadoop', 'nlp']"
Software Engineer,Amazon,Bangalore,"Looking for a candidate with experience in Node.js, Python, Deep Learning, Pandas, Scikit-learn, React.","Node.js, Python, Deep Learning, Pandas, Scikit-learn, React",2024-05-20,"['python', 'deep learning', 'react', 'node.js', 'pandas', 'scikit-learn']"
Machine Learning Engineer,Infosys,Chennai,"Looking for a candidate with experience in NumPy, Python, Power BI, Node.js, Pandas, Tableau, Deep Learning.","NumPy, Python, Power BI, Node.js, Pandas, Tableau, Deep Learning",2024-05-31,"['python', 'deep learning', 'node.js', 'pandas', 'numpy', 'tableau', 'power bi']"
Machine Learning Engineer,Flipkart,Pune,"Looking for a candidate with experience in Machine Learning, SQL, NumPy, Docker.","Machine Learning, SQL, NumPy, Docker",2024-10-17,"['sql', 'docker', 'machine learning', 'numpy']"
Cloud Engineer,IBM,Mumbai,"Looking for a candidate with experience in SQL, Spark, Pandas, React, Kubernetes, Docker, NLP.","SQL, Spark, Pandas, React, Kubernetes, Docker, NLP",2023-01-15,"['sql', 'docker', 'kubernetes', 'react', 'pandas', 'spark', 'nlp']"
Data Analyst,Infosys,Chennai,"Looking for a candidate with experience in PyTorch, Machine Learning, Deep Learning, Scikit-learn, Tableau, AWS, Hadoop.","PyTorch, Machine Learning, Deep Learning, Scikit-learn, Tableau, AWS, Hadoop",2024-03-03,"['aws', 'pytorch', 'machine learning', 'deep learning', 'scikit-learn', 'tableau', 'hadoop']"
Full Stack Developer,Capgemini,Bangalore,"Looking for a candidate with experience in AWS, Deep Learning, NumPy, Kubernetes, Spark.","AWS, Deep Learning, NumPy, Kubernetes, Spark",2024-07-01,"['aws', 'kubernetes', 'deep learning', 'numpy', 'spark']"
Machine Learning Engineer,Adobe,Chennai,"Looking for a candidate with experience in TensorFlow, Python, Pandas, Deep Learning, Kubernetes.","TensorFlow, Python, Pandas, Deep Learning, Kubernetes",2024-01-03,"['python', 'kubernetes', 'tensorflow', 'deep learning', 'pandas']"
AI Engineer,Meta,Hyderabad,"Looking for a candidate with experience in NumPy, Kubernetes, Node.js, Pandas, Docker, AWS, PyTorch.","NumPy, Kubernetes, Node.js, Pandas, Docker, AWS, PyTorch",2024-02-15,"['aws', 'docker', 'kubernetes', 'pytorch', 'node.js', 'pandas', 'numpy']"
DevOps Engineer,Google,Delhi,"Looking for a candidate with experience in Tableau, Deep Learning, Python, React.","Tableau, Deep Learning, Python, React",2023-03-25,"['python', 'deep learning', 'react', 'tableau']"
Data Analyst,Meta,Hyderabad,"Looking for a candidate with experience in AWS, Scikit-learn, NumPy, Python.","AWS, Scikit-learn, NumPy, Python",2023-11-02,"['python', 'aws', 'numpy', 'scikit-learn']"
DevOps Engineer,Amazon,Pune,"Looking for a candidate with experience in Pandas, Hadoop, Kubernetes, Power BI, Java.","Pandas, Hadoop, Kubernetes, Power BI, Java",2023-01-16,"['java', 'kubernetes', 'pandas', 'power bi', 'hadoop']"
DevOps Engineer,Flipkart,Delhi,"Looking for a candidate with experience in AWS, Scikit-learn, Pandas, SQL, Kubernetes.","AWS, Scikit-learn, Pandas, SQL, Kubernetes",2024-02-17,"['sql', 'aws', 'kubernetes', 'pandas', 'scikit-learn']"
Data Analyst,TCS,Bangalore,"Looking for a candidate with experience in NumPy, NLP, Java, AWS, Power BI, Spark.","NumPy, NLP, Java, AWS, Power BI, Spark",2023-10-26,"['java', 'aws', 'numpy', 'power bi', 'spark', 'nlp']"
NLP Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in Java, Kubernetes, TensorFlow, Power BI.","Java, Kubernetes, TensorFlow, Power BI",2024-01-01,"['java', 'kubernetes', 'tensorflow', 'power bi']"
AI Engineer,Microsoft,Pune,"Looking for a candidate with experience in Docker, Tableau, Node.js, NumPy, TensorFlow.","Docker, Tableau, Node.js, NumPy, TensorFlow",2024-03-17,"['docker', 'tensorflow', 'node.js', 'numpy', 'tableau']"
Cloud Engineer,Google,Hyderabad,"Looking for a candidate with experience in PyTorch, TensorFlow, Spark, Deep Learning, Kubernetes.","PyTorch, TensorFlow, Spark, Deep Learning, Kubernetes",2023-06-22,"['kubernetes', 'tensorflow', 'pytorch', 'deep learning', 'spark']"
Data Analyst,Microsoft,Delhi,"Looking for a candidate with experience in Node.js, Spark, Hadoop, Power BI, Java, Scikit-learn.","Node.js, Spark, Hadoop, Power BI, Java, Scikit-learn",2023-01-19,"['java', 'node.js', 'scikit-learn', 'power bi', 'spark', 'hadoop']"
NLP Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in Docker, TensorFlow, Java, Tableau.","Docker, TensorFlow, Java, Tableau",2023-02-19,"['java', 'docker', 'tensorflow', 'tableau']"
